replication,kpi1,kpi2,kpi3,kpi4
replication1,0.08376535426864443,0.43585847623182117,2.8324860614597713,0.37730051599508885
replication2,0.08264660463766332,0.3899032116146062,2.556291363556031,0.3715419294121031
replication3,0.0845279194914317,0.47236559139784945,3.088798163490921,0.37469665673730945
replication4,0.08202543040491896,0.3738079396762031,2.480242000357219,0.36685145169530464
replication5,0.08328001238858039,0.38100436681222705,2.44692129533038,0.36926345302064234
replication6,0.08255035060025182,0.40980176211453745,2.704741906646126,0.38251311673433386
replication7,0.08539744726273905,0.38617972742759793,2.543090173537384,0.38312001477663427
replication8,0.0806193059956325,0.42940911141181776,2.7362975617467473,0.3674880833009501
replication9,0.08232653188865167,0.3808524734982332,2.5003273866868825,0.37049650189174993
replication10,0.08280232960686303,0.43523600439077936,2.899785727718569,0.37589087432480683
replication11,0.08315071799749588,0.4210411198600175,2.8225158138595643,0.37907038530249926
replication12,0.08276637430581125,0.4027686222808174,2.572734404308158,0.36767833782651616
replication13,0.08316571402577409,0.3939658941845212,2.599384247075528,0.3710577629373299
replication14,0.08484777625597022,0.39614147909967845,2.5377896930189316,0.38173723908002644
replication15,0.08259337348558408,0.40644948272066916,2.668855380969358,0.3657662052094091
replication16,0.08297205754831732,0.3943445857080228,2.5775684586946084,0.37322932298200034
replication17,0.08446298018876798,0.4420656266810113,2.8171478710373927,0.37929726341892617
replication18,0.08193977620331425,0.3810474922325788,2.4485083262095064,0.36207718076511947
replication19,0.08339661260407352,0.4265154819014392,2.732435904488561,0.3812208555843772
replication20,0.08411148521700833,0.42983783783783786,2.782338273918012,0.38066815174104685
replication21,0.08214321241024373,0.4199867197875166,2.7419294653482162,0.36703048135162053
replication22,0.0824745090628955,0.3962513781697905,2.6683668105954097,0.36786974215266594
replication23,0.08313019678828788,0.41677602799650043,2.7228354870754554,0.3697023901172259
replication24,0.08206766116914424,0.38333702636826944,2.4583077697397138,0.366878658618535
replication25,0.08268011945320694,0.3868484715196833,2.5419979084929714,0.36659358677181375
replication26,0.08362212644709896,0.3912807131985214,2.499443127005188,0.36861533950393943
replication27,0.08572402791766061,0.4499946972107328,3.0057980790135677,0.3898995631161165
replication28,0.08539602067006272,0.4247976139752876,2.7626723910373596,0.3855572481533572
replication29,0.0847384524177105,0.4729555698647778,3.160690303640898,0.38704765411884906
replication30,0.08343734578034082,0.4098932229243844,2.707258066535265,0.3699486883635181
replication31,0.08438533828051668,0.41725921137685845,2.6927772959111587,0.3755515871095041
replication32,0.08517563173284959,0.48948884857539215,3.1370545886838115,0.3844589051848055
replication33,0.0830557312177284,0.4055652936021034,2.543386204056791,0.3713797156628185
replication34,0.08199531850919764,0.42592592592592593,2.8236640402155104,0.3781270036640246
replication35,0.08624312988445815,0.4524562513177314,2.992776703060497,0.3916582193507879
replication36,0.08329862823749008,0.4213802140205285,2.742230963687149,0.3810359677362303
replication37,0.08418939442237502,0.40691144708423327,2.6807782363510513,0.3796323702090802
replication38,0.08428298832379416,0.3964401294498382,2.5545746086537164,0.371170906618566
replication39,0.08096673447574378,0.4004265828468792,2.7268072853829026,0.368657711497243
replication40,0.08509777641007575,0.3875240333262123,2.4867760577151237,0.37656307306726033
replication41,0.08371166326970508,0.4711120764552563,3.108152777968783,0.38198452734171245
replication42,0.08434978749687373,0.3989866321690384,2.6421935729188517,0.38374860879806216
replication43,0.08363334818300519,0.44737986518808437,2.841751556275073,0.3747057920141222
replication44,0.0836465881079918,0.4021100717859474,2.555854752725811,0.37261747026001246
replication45,0.08315289900644593,0.3969590899146795,2.5128919332763138,0.3781738285362657
replication46,0.0831168004873633,0.4610588492671188,2.9936411700780208,0.37939542858990605
replication47,0.08386429157208983,0.4200997398091934,2.6061931847530637,0.37569948193617325
replication48,0.08484359691790551,0.41588084012001714,2.700776258901657,0.3770886722737992
replication49,0.08447654681131862,0.37559190701678863,2.477772486821732,0.3735495257665949
replication50,0.08490660590060913,0.44484900406939387,2.854349097713043,0.38347713369182646
replication51,0.08340119812718252,0.4065838238500109,2.7106188703037484,0.3661352006936455
replication52,0.08336749190587094,0.3760907504363002,2.3419546731372822,0.3632360993315162
replication53,0.08376491553763021,0.4037543402777778,2.7322521402471622,0.3824367264188914
replication54,0.08322814281333821,0.38992129427197203,2.452156279434526,0.3756364229596688
replication55,0.08257341014774276,0.4006826690156353,2.5233138011917395,0.3673204538767209
replication56,0.08469258655532114,0.42462958986471977,2.6555447666010523,0.3773414065541376
replication57,0.08207158225938702,0.3897629071571017,2.5079241920899453,0.36635347409288965
replication58,0.08198988328741139,0.380820399113082,2.4112446953571562,0.3613114613197501
replication59,0.08150447910452423,0.4358402142378933,2.9289406009944683,0.36282899014603853
replication60,0.08450502816721861,0.44103722831934583,2.845708603533139,0.38300222350656826
replication61,0.0831573628433647,0.3827740736692535,2.3659748614294256,0.35933622938501497
replication62,0.08377548516909182,0.44800260529743813,3.062851061271698,0.3818297661089073
replication63,0.08322892090784553,0.39901639344262296,2.622484941532775,0.37363658683771794
replication64,0.08242618540791215,0.44506949040370614,2.9025970085112216,0.37826237227420445
replication65,0.08333089897638248,0.4055204014837443,2.693677473421485,0.3716493329843538
replication66,0.08475621684666917,0.42567567567567566,2.7551482914748737,0.38319174785533744
replication67,0.08186366903014966,0.3883829409151488,2.672107117478722,0.3710944047531388
replication68,0.08363235210529704,0.40019569471624267,2.5966286781562933,0.36930849335821825
replication69,0.08549964453504814,0.4254866503563451,2.7574266933769134,0.38323603420491664
replication70,0.08391652989965681,0.39011703511053314,2.5128133859978097,0.36105018037351916
replication71,0.08177301752929447,0.3710251278630198,2.433706462550582,0.3643963157375755
replication72,0.08479703679209248,0.4309605488850772,2.8695120847346565,0.3834054177563307
replication73,0.08496831533988773,0.38975072215684176,2.4985721491375212,0.37135304699677424
replication74,0.08725858043252557,0.44759324859345695,2.901079152952935,0.3973283305232819
replication75,0.08277574489087673,0.4349736379613357,2.8226566964026083,0.37763695801199193
replication76,0.08409489542145106,0.4508001730103806,2.9801166130090073,0.3822290667103532
replication77,0.08198642521114802,0.41224761482138894,2.7179338624912885,0.37296033469746326
replication78,0.08490921059675574,0.4354389721627409,2.838024640416206,0.38024085211239833
replication79,0.0839627624966957,0.430597661325249,2.825769236635291,0.37524093429665006
replication80,0.08191498823838543,0.36989342806394315,2.4299236716799584,0.3707259617487961
replication81,0.0831700788040949,0.4136234419418325,2.6435544413070007,0.3732601248823245
replication82,0.08204340168370051,0.4073376191531811,2.7804027234453947,0.363516113963764
replication83,0.08478105738753318,0.4323251823251823,2.761112237189432,0.38105634499446533
replication84,0.08431024159600901,0.40899288332973904,2.6756883498391013,0.3786688216203619
replication85,0.08189521632760947,0.4513657561625583,2.9652369508608403,0.36853207584376096
replication86,0.0842752295507229,0.38347000431592576,2.5252803838701197,0.37028594750377175
replication87,0.08385548625543382,0.3765177797051171,2.4268225737330504,0.3724852675733075
replication88,0.0836370237804506,0.38509181788547214,2.544664136218336,0.3839565490583602
replication89,0.0836404163136813,0.40902173913043477,2.8412177369313167,0.38510648340598924
replication90,0.0841143453151567,0.4073713791612624,2.5910263515629834,0.37908257700401826
replication91,0.08399109843652323,0.45474231268947596,3.003014364536046,0.3926447227147491
replication92,0.08082566027310396,0.3634522335996399,2.3713308075914674,0.3556032067259309
replication93,0.08214342192794961,0.4231791011733451,2.800747227865188,0.36671581974108547
replication94,0.08438334535011734,0.4076268447700097,2.61932404336708,0.38664297044257573
replication95,0.08452902092312123,0.38739513873951387,2.467754267420334,0.3743457832747845
replication96,0.08367840383435163,0.455661812649424,3.0501016912674417,0.3817129204227763
replication97,0.08230760388151104,0.3728457799381352,2.404953034695161,0.3685912468269904
replication98,0.0829309135139541,0.37480815610611706,2.421312825703055,0.3741400405672069
replication99,0.08248840340760914,0.42458654906284454,2.69887710985534,0.3738511889098323
replication100,0.08396440326051532,0.47147959735902156,3.1666233501086856,0.39276479115831825
