replication,kpi1,kpi2,kpi3,kpi4
replication1,0.08200903295419122,0.25850415512465375,1.4518129304885306,0.28808003820618416
replication2,0.08182894660350548,0.2841123570556234,1.606727774223458,0.2921494711250385
replication3,0.0830309558949606,0.26918445539135194,1.486076610172661,0.29056952800469227
replication4,0.08219965072653884,0.252681632201703,1.3850990724490209,0.2879886709713268
replication5,0.08264894396344877,0.24282415044539757,1.3427685704562171,0.2854847262696973
replication6,0.0851070958901667,0.24927907721884013,1.2998593138200605,0.2910863927838867
replication7,0.08337113324802542,0.2463752316581271,1.3386908841296277,0.28860971894521975
replication8,0.08437740638677145,0.2735107185177206,1.5219986440224156,0.29869221614510166
replication9,0.08090576711436091,0.24994383284655133,1.346716946174067,0.28078462329438586
replication10,0.08386209167383978,0.2487810163614693,1.3724394106424413,0.2924302420377964
replication11,0.0833031187328013,0.246481178396072,1.2915461939655422,0.2870927307044835
replication12,0.08364837502776394,0.2895794849505596,1.530545715365478,0.2945089678985956
replication13,0.08400591044573592,0.2704749540192578,1.5276732175915986,0.29794306038615287
replication14,0.08303924431346386,0.24811289793239252,1.3131805644103376,0.28545212654950697
replication15,0.08222090115319425,0.24571870511545685,1.3420709248619622,0.2911658603625747
replication16,0.08173983187149376,0.2598687868342044,1.3828350995732839,0.2889887479049451
replication17,0.08473660518256314,0.24557640750670243,1.3614262165603686,0.2963713999078704
replication18,0.0834255533938695,0.26767621745288156,1.4850348660016965,0.30046557366572546
replication19,0.0861617147310269,0.2635797911612699,1.3858204591838927,0.2975773418498759
replication20,0.08380623775729422,0.24558169792909032,1.3340870579740993,0.2886411977138543
replication21,0.08243808945772967,0.28486385183551977,1.5626455717208685,0.28822556637552754
replication22,0.08579208144309944,0.2652823392308507,1.3929714612184223,0.29270452118643486
replication23,0.08477494829705276,0.21963768892700183,1.1861613297148703,0.28917086630855915
replication24,0.08197711888772753,0.2424880807184832,1.318728019095239,0.285803821744035
replication25,0.08114074495477144,0.24302833463993728,1.3824783925167323,0.2859801784854875
replication26,0.08304456531909787,0.29736237277005584,1.56779472309987,0.29575104432513316
replication27,0.08179989819081575,0.25908232418620153,1.4308355790346898,0.2918245460951442
replication28,0.08599294646241915,0.28813021879293943,1.5102108383416397,0.3026168865132304
replication29,0.08444677407701107,0.2878510706983751,1.5542606365336715,0.3013909450765706
replication30,0.0821056515331939,0.2570005534034311,1.4308957897303736,0.2867780776837985
replication31,0.08445130454729519,0.27822624044774513,1.5311510674562925,0.2934355707184326
replication32,0.08281277856256429,0.2509601667946889,1.3390586587349431,0.2898219395561723
replication33,0.08441612516941265,0.22709163346613545,1.2301235691800352,0.2855148940620171
replication34,0.08193817217735269,0.27254575707154743,1.4807774447307018,0.28699522361600505
replication35,0.08131816648129775,0.2552810998099922,1.3714553683120112,0.28569283194624795
replication36,0.08470584024876626,0.2949254371848514,1.6345543388038015,0.30376193964417947
replication37,0.08391770614198549,0.2786743203725766,1.5110495552776457,0.2938508779733133
replication38,0.08291567279991559,0.2752273474307001,1.5113511797115862,0.28646084968843966
replication39,0.08249753858153415,0.2581782134596321,1.3968932577623678,0.28831793866194627
replication40,0.08204182406134802,0.2628780325689598,1.389327161814487,0.28569022494029217
replication41,0.0816029023557887,0.24048096192384769,1.3777257620797914,0.2863901381765672
replication42,0.08096052776924835,0.2523291053990347,1.4871206434102209,0.28636295503391135
replication43,0.08301658106428304,0.2755939997810139,1.4720702372283363,0.2849049362780722
